lot_id	wafer_id	hold	date	product_id	hold_type
SN34UMF	5	PIE HOLD	8/29/2022 0:00	UX2M	SBL
SN24KD1	6	PIE HOLD	3/10/2022 0:00	KSLE	SBL
SN62MLD	2	DISPO	4/26/2023 0:00	XLFU	Map
SN73V43	24	PIE HOLD	3/28/2022 0:00	SFSK	Map
SN15A5L	11	QA HOLD	9/28/2022 0:00	XLFU	Map
SN81KUG	20	QA HOLD	2/15/2022 0:00	KELK	Map
SN49WBB	15	DISPO	10/20/2022 0:00	UMXS	Map
SN39RZD	24	DISPO	5/30/2023 0:00	BLUD	SBL
SN55IA5	8	QA HOLD	2/6/2022 0:00	KDSD	Map
SN67OUV	23	PIE HOLD	5/9/2023 0:00	KSDL	SBL
SN31ILM	7	DISPO	3/26/2023 0:00	UFLU	SBL
SN22SBR	21	DISPO	11/12/2022 0:00	XLFU	SBL
SN10TJ0	8	DISPO	12/25/2022 0:00	KDSD	Map
SN73SWJ	8	DISPO	1/12/2023 0:00	DTLS	Map
SN47NP4	18	DISPO	5/7/2023 0:00	BLUD	Map
SN90MPO	17	QA HOLD	7/19/2022 0:00	DTLS	Map
SN31SJ5	12	PIE HOLD	8/23/2022 0:00	BLUD	SBL
SN65JIQ	12	DISPO	6/23/2022 0:00	SFSK	Map
SN68KVL	3	PE HOLD	8/18/2022 0:00	KSDL	SBL
SN83YRV	11	PIE HOLD	5/17/2023 0:00	IEKW	SBL
SN61MQ2	13	PIE HOLD	11/27/2022 0:00	KEKS	SBL
SN29BS1	21	DISPO	12/21/2022 0:00	BLUD	Map
SN22UU5	1	PIE HOLD	9/22/2022 0:00	BLUD	Map
SN26OQM	11	QA HOLD	12/14/2022 0:00	SFSK	Map
SN70EAQ	1	DISPO	3/17/2022 0:00	KSLE	Map
SN11OV5	1	DISPO	3/19/2023 0:00	KSLE	SBL
SN83Q10	25	DISPO	5/26/2022 0:00	UFLU	SBL
SN61J1P	6	QA HOLD	2/5/2022 0:00	UMXS	Map
SN48RGG	14	PE HOLD	10/10/2022 0:00	UMXS	SBL
SN20X7A	19	PIE HOLD	1/10/2023 0:00	KELK	Map
SN57PAT	13	DISPO	6/16/2022 0:00	UMXS	Map
SN15LTX	1	DISPO	6/18/2022 0:00	KSLE	SBL
SN70D8V	14	DISPO	8/3/2022 0:00	KSDL	SBL
SN29AGL	17	QA HOLD	2/18/2023 0:00	KEKS	SBL
SN62B8P	22	PIE HOLD	6/6/2023 0:00	IEKW	Map
SN30FK0	6	QA HOLD	3/17/2022 0:00	IEKW	Map
SN23VN9	1	PE HOLD	12/18/2022 0:00	SFSK	Map
SN15YJD	21	PE HOLD	10/24/2022 0:00	KELK	Map
SN80NJ1	20	DISPO	11/24/2022 0:00	XLFU	SBL
SN86NLZ	17	PE HOLD	1/2/2022 0:00	KELK	Map
SN89XWW	4	DISPO	2/2/2022 0:00	SLFU	Map
SN95U63	4	PIE HOLD	12/6/2022 0:00	BLUD	SBL
SN26B8Q	4	QA HOLD	1/17/2023 0:00	KDSD	SBL
SN30IH8	13	PE HOLD	4/28/2023 0:00	UX2M	SBL
SN79P9A	7	QA HOLD	10/13/2022 0:00	KSLE	Map
SN80QWJ	4	DISPO	7/18/2022 0:00	KDSD	Map
SN44ESQ	2	PIE HOLD	12/7/2022 0:00	XLFU	Map
SN95S97	7	DISPO	4/21/2023 0:00	DTLS	SBL
SN42H34	17	QA HOLD	4/18/2023 0:00	KSLE	Map
SN51YGC	5	PIE HOLD	8/8/2022 0:00	BLUD	SBL
SN53I7K	12	PE HOLD	3/23/2022 0:00	KSDL	Map
SN22PR4	16	PIE HOLD	2/1/2022 0:00	XLFU	Map
SN86TL6	11	QA HOLD	4/9/2023 0:00	KSLE	Map
SN85DAL	16	PIE HOLD	10/30/2022 0:00	KSLE	SBL
SN64ACP	25	PIE HOLD	11/11/2022 0:00	DTLS	Map
SN76ZT5	21	PIE HOLD	8/2/2022 0:00	UMXS	SBL
SN69QTJ	15	QA HOLD	3/22/2023 0:00	KDSD	Map
SN12GDT	18	PE HOLD	5/6/2023 0:00	XLFU	Map
SN53D90	17	PIE HOLD	2/21/2023 0:00	KSDL	SBL
SN80EYD	4	PE HOLD	4/15/2023 0:00	BLUD	Map
SN98K0Q	24	PIE HOLD	5/17/2022 0:00	XLFU	SBL
SN55AE0	1	DISPO	3/28/2023 0:00	KSDL	SBL
SN77I8X	2	PE HOLD	4/15/2022 0:00	KSLE	Map
SN82OQW	19	DISPO	11/6/2022 0:00	KSDL	SBL
SN91RF6	8	DISPO	12/12/2022 0:00	KSLE	Map
SN27O7D	19	PIE HOLD	5/14/2022 0:00	IEKW	Map
SN12GWF	22	PIE HOLD	12/20/2022 0:00	SFSK	SBL
SN47PY1	2	DISPO	2/14/2023 0:00	KSDL	Map
SN25RT2	8	PE HOLD	4/15/2022 0:00	KSLE	SBL
SN95M6X	6	DISPO	1/26/2023 0:00	SFSK	Map
SN81R9H	15	PE HOLD	10/31/2022 0:00	KDSD	SBL
SN86FZC	16	QA HOLD	11/12/2022 0:00	KSDL	SBL
SN94TMN	13	PE HOLD	12/27/2022 0:00	KDSD	SBL
SN37ZGY	4	QA HOLD	12/19/2022 0:00	DTLS	Map
SN58PNE	23	QA HOLD	5/12/2023 0:00	KSDL	SBL
SN58AX0	19	DISPO	1/2/2022 0:00	DTLS	Map
SN48QX8	15	DISPO	2/4/2023 0:00	BLUD	SBL
SN78R14	14	PE HOLD	9/10/2022 0:00	SFSK	SBL
SN53L1Y	19	PIE HOLD	11/18/2022 0:00	UX2M	SBL
SN53CFY	23	DISPO	2/28/2023 0:00	KDSD	Map
SN99ECC	3	PE HOLD	3/17/2022 0:00	KELK	SBL
SN10DJ7	14	PIE HOLD	11/7/2022 0:00	IEKW	SBL
SN81ZD9	11	DISPO	6/15/2022 0:00	UMXS	SBL
SN63E3L	5	QA HOLD	4/12/2022 0:00	KSDL	Map
SN20WBF	4	PIE HOLD	1/14/2022 0:00	UFLU	SBL
SN69RGJ	18	DISPO	11/15/2022 0:00	SFSK	Map
SN56GQX	1	PE HOLD	9/19/2022 0:00	UX2M	Map
SN83DE7	25	PE HOLD	2/11/2023 0:00	KDSD	SBL
SN28DXT	4	PE HOLD	8/11/2022 0:00	KEKS	SBL
SN32GF6	21	QA HOLD	4/10/2022 0:00	DTLS	Map
SN47TTQ	22	PIE HOLD	2/2/2023 0:00	UFLU	Map
SN59UL0	24	PIE HOLD	10/18/2022 0:00	DTLS	Map
SN40NHG	13	PE HOLD	12/2/2022 0:00	KSDL	Map
SN52UW8	25	PIE HOLD	1/3/2022 0:00	SFSK	SBL
SN69AWT	7	PE HOLD	4/5/2023 0:00	IEKW	SBL
SN58EBO	24	DISPO	3/2/2022 0:00	SFSK	Map
SN65D28	19	QA HOLD	1/14/2023 0:00	UFLU	SBL
SN30AF8	25	PE HOLD	10/10/2022 0:00	SLFU	Map
SN28OLV	6	PE HOLD	5/6/2023 0:00	IEKW	Map
SN56ODN	3	PIE HOLD	12/17/2022 0:00	KSDL	Map
SN13TPF	6	QA HOLD	12/4/2022 0:00	KSDL	Map
SN39GCP	5	PIE HOLD	3/3/2023 0:00	KEKS	SBL
SN52WK8	2	DISPO	4/5/2022 0:00	UMXS	Map
SN55R7N	12	PIE HOLD	4/29/2023 0:00	KDSD	SBL
SN51KTF	16	QA HOLD	2/13/2022 0:00	SLFU	Map
SN16G13	18	PIE HOLD	12/10/2022 0:00	KSDL	SBL
SN38REU	19	DISPO	6/4/2023 0:00	IEKW	Map
SN33QG8	16	QA HOLD	6/23/2022 0:00	BLUD	SBL
SN40I9U	10	DISPO	5/31/2022 0:00	UMXS	Map
SN55ZA8	21	QA HOLD	1/24/2023 0:00	KEKS	SBL
SN10UP1	7	PE HOLD	4/10/2022 0:00	KEKS	Map
SN79I8R	7	PE HOLD	3/18/2023 0:00	UMXS	SBL
SN45QFM	21	PE HOLD	8/6/2022 0:00	SLFU	SBL
SN17QTO	23	DISPO	3/3/2023 0:00	KEKS	SBL
SN24MYK	22	DISPO	10/29/2022 0:00	SLFU	Map
SN84SD0	25	PE HOLD	5/6/2023 0:00	KSDL	Map
SN40X3K	3	DISPO	7/19/2022 0:00	UFLU	SBL
SN44VTG	9	QA HOLD	5/23/2023 0:00	KEKS	Map
SN96IYC	17	PE HOLD	3/16/2023 0:00	SFSK	Map
SN10TNG	21	PIE HOLD	12/13/2022 0:00	UFLU	SBL
SN30MTU	10	DISPO	9/7/2022 0:00	IEKW	Map
SN17XPD	18	PIE HOLD	7/28/2022 0:00	UFLU	Map
SN65Z8Q	1	PIE HOLD	12/30/2022 0:00	KSDL	SBL
SN97JUA	2	PIE HOLD	7/15/2022 0:00	UX2M	Map
SN36MYH	23	PIE HOLD	4/6/2023 0:00	XLFU	SBL
SN24DAF	22	QA HOLD	4/3/2022 0:00	BLUD	SBL
SN84UE3	8	PE HOLD	1/28/2023 0:00	KSLE	SBL
SN17VNV	24	DISPO	12/27/2022 0:00	UMXS	SBL
SN31AD7	10	DISPO	4/3/2023 0:00	UFLU	Map
SN27B5U	17	QA HOLD	1/4/2023 0:00	BLUD	Map
SN70ZMZ	19	PE HOLD	3/11/2022 0:00	IEKW	Map
SN94D6L	20	PE HOLD	2/3/2022 0:00	KDSD	SBL
SN63I0I	8	PE HOLD	8/26/2022 0:00	KDSD	Map
SN64BY9	1	PE HOLD	2/26/2023 0:00	SFSK	Map
SN94Y46	20	DISPO	11/13/2022 0:00	KSDL	Map
SN35TLE	11	DISPO	6/8/2023 0:00	KELK	SBL
SN94LQK	18	QA HOLD	2/19/2023 0:00	IEKW	Map
SN86WEO	22	DISPO	7/12/2022 0:00	UFLU	SBL
SN91HB1	23	PIE HOLD	3/27/2022 0:00	KEKS	SBL
SN21MFP	18	PIE HOLD	6/13/2023 0:00	KSLE	SBL
SN41VAZ	25	PIE HOLD	2/7/2023 0:00	SLFU	Map
SN52JUX	20	QA HOLD	5/15/2022 0:00	UX2M	Map
SN36I1O	22	PE HOLD	5/4/2023 0:00	KSDL	Map
SN38Z43	8	DISPO	11/1/2022 0:00	BLUD	Map
SN92F6I	5	PE HOLD	6/3/2022 0:00	KELK	Map
SN50YF8	2	QA HOLD	5/4/2023 0:00	KELK	SBL
SN86TG5	3	PIE HOLD	5/27/2023 0:00	DTLS	SBL
SN75IDP	5	PIE HOLD	3/11/2022 0:00	IEKW	SBL
SN90NC4	16	QA HOLD	2/18/2022 0:00	KDSD	SBL
SN17INP	18	QA HOLD	4/20/2023 0:00	KSDL	SBL
SN74HX5	10	PIE HOLD	5/15/2022 0:00	KSLE	SBL
SN79NIZ	18	PIE HOLD	11/23/2022 0:00	XLFU	Map
SN49NHI	15	PE HOLD	9/17/2022 0:00	KSDL	SBL
SN96O2X	22	PE HOLD	12/14/2022 0:00	KSDL	Map
SN44JRD	10	PE HOLD	4/10/2022 0:00	KSDL	SBL
SN30CUG	25	DISPO	12/21/2022 0:00	KDSD	SBL
SN65AFH	12	DISPO	8/5/2022 0:00	SFSK	Map
SN75VDI	23	QA HOLD	7/10/2022 0:00	XLFU	Map
SN91EL4	17	QA HOLD	11/1/2022 0:00	BLUD	Map
SN87IK0	9	DISPO	6/13/2022 0:00	SFSK	Map
SN66NEA	17	QA HOLD	4/1/2022 0:00	SLFU	Map
SN81EVU	13	DISPO	11/16/2022 0:00	BLUD	Map
SN28EHE	21	QA HOLD	2/18/2022 0:00	SLFU	Map
SN26LF9	2	QA HOLD	1/15/2023 0:00	KSDL	Map
SN97MP9	8	PE HOLD	2/20/2022 0:00	KEKS	SBL
SN18MBA	13	DISPO	2/8/2023 0:00	IEKW	Map
SN15JHZ	14	PE HOLD	1/22/2022 0:00	UX2M	Map
SN31D4B	24	DISPO	4/15/2023 0:00	KSDL	SBL
SN43DF8	4	PIE HOLD	10/8/2022 0:00	KELK	SBL
SN55I24	22	DISPO	6/15/2022 0:00	KELK	Map
SN22VMK	17	PE HOLD	3/24/2023 0:00	KSLE	Map
SN67Z4P	25	PIE HOLD	6/2/2023 0:00	KEKS	SBL
SN14TMO	9	PIE HOLD	5/12/2022 0:00	BLUD	SBL
SN56SUT	6	PE HOLD	2/10/2023 0:00	UX2M	SBL
SN38A69	22	PE HOLD	3/31/2023 0:00	KSDL	Map
SN69HKX	3	QA HOLD	5/30/2023 0:00	KSDL	Map
SN83Y6L	19	QA HOLD	3/22/2022 0:00	DTLS	Map
SN37IHF	8	PE HOLD	5/29/2023 0:00	KSDL	Map
SN96WTT	14	PE HOLD	9/15/2022 0:00	BLUD	SBL
SN76GK5	17	QA HOLD	8/22/2022 0:00	KDSD	Map
SN55Z2E	4	PIE HOLD	10/7/2022 0:00	KDSD	SBL
SN85V0C	9	PE HOLD	11/26/2022 0:00	KELK	Map
SN25ZD0	16	PE HOLD	4/13/2022 0:00	UFLU	Map
SN78QJY	6	QA HOLD	2/10/2023 0:00	KSDL	SBL
SN79M18	9	DISPO	10/1/2022 0:00	KSLE	Map
SN36MZ9	9	PIE HOLD	11/14/2022 0:00	DTLS	Map
SN54AUP	23	QA HOLD	11/18/2022 0:00	KSLE	SBL
SN78UDJ	11	DISPO	11/25/2022 0:00	BLUD	SBL
SN62NGS	21	QA HOLD	3/29/2023 0:00	KELK	SBL
SN90X72	13	PE HOLD	5/30/2023 0:00	SFSK	SBL
SN81N04	8	PE HOLD	1/6/2023 0:00	SLFU	Map
SN84I6D	15	QA HOLD	8/6/2022 0:00	DTLS	Map
SN37BZ6	16	QA HOLD	7/13/2022 0:00	XLFU	SBL
SN89W86	4	PE HOLD	2/7/2022 0:00	KSDL	SBL
SN31EIE	13	PE HOLD	9/26/2022 0:00	KSLE	Map
SN49BOQ	4	PIE HOLD	8/3/2022 0:00	DTLS	Map
SN16RO2	12	PE HOLD	1/10/2023 0:00	KDSD	Map
SN85W1E	15	DISPO	1/13/2023 0:00	KEKS	Map
SN11ZSO	7	PIE HOLD	10/22/2022 0:00	XLFU	Map
SN96V43	10	DISPO	4/19/2023 0:00	XLFU	SBL
SN17DLH	18	QA HOLD	4/21/2022 0:00	KSLE	SBL
SN63FKK	9	PIE HOLD	1/20/2023 0:00	KDSD	Map
SN26QRS	7	PIE HOLD	1/22/2022 0:00	SLFU	Map
SN35IWT	4	DISPO	4/30/2022 0:00	KSDL	SBL
SN78HNI	15	PIE HOLD	4/16/2023 0:00	XLFU	SBL
SN78SW0	18	PE HOLD	11/12/2022 0:00	BLUD	SBL
SN26WC2	13	PE HOLD	5/16/2023 0:00	BLUD	SBL
SN70IGT	11	PE HOLD	1/18/2022 0:00	KSDL	Map
SN70G0P	7	PIE HOLD	2/19/2023 0:00	SFSK	SBL
SN29CDR	14	PIE HOLD	1/6/2022 0:00	KSDL	Map
SN92C00	11	PIE HOLD	3/16/2023 0:00	KSDL	Map
SN22HJ3	11	QA HOLD	4/15/2023 0:00	KELK	SBL
SN99QBI	25	DISPO	7/11/2022 0:00	UX2M	SBL
SN19UBG	24	PE HOLD	8/27/2022 0:00	KSDL	Map
SN59R8U	4	PE HOLD	1/16/2022 0:00	UX2M	Map
SN48ADP	4	QA HOLD	5/30/2023 0:00	BLUD	Map
SN64WFI	6	PE HOLD	6/2/2023 0:00	KSDL	SBL
SN94JAA	7	QA HOLD	1/13/2023 0:00	KSLE	Map
SN64WWU	9	DISPO	2/18/2022 0:00	UX2M	Map
SN46QLB	4	PE HOLD	4/27/2022 0:00	XLFU	SBL
SN81IY6	2	QA HOLD	10/7/2022 0:00	KDSD	SBL
SN63CNK	5	QA HOLD	11/28/2022 0:00	DTLS	SBL
SN81YLF	4	DISPO	6/16/2022 0:00	KSDL	Map
SN39LVU	25	DISPO	12/25/2022 0:00	UMXS	Map
SN87BAM	8	PE HOLD	4/24/2023 0:00	DTLS	Map
SN91CO1	6	PE HOLD	9/28/2022 0:00	KSDL	Map
SN42NDM	18	PIE HOLD	11/29/2022 0:00	XLFU	SBL
SN54AHG	22	PIE HOLD	2/25/2023 0:00	KSDL	Map
SN66K5R	25	PIE HOLD	11/16/2022 0:00	DTLS	Map
SN72R6K	20	PIE HOLD	1/28/2023 0:00	KEKS	SBL
SN51N7E	3	PIE HOLD	2/24/2022 0:00	KSLE	Map
SN84ERL	13	PIE HOLD	4/1/2023 0:00	KSLE	SBL
SN74VXL	14	QA HOLD	11/9/2022 0:00	XLFU	SBL
SN16D91	8	PIE HOLD	1/1/2023 0:00	IEKW	Map
SN25Z6B	2	PE HOLD	4/6/2022 0:00	UFLU	Map
SN90RUT	7	PIE HOLD	5/8/2023 0:00	XLFU	SBL
SN69B9O	2	PIE HOLD	1/28/2022 0:00	BLUD	SBL
SN74JGH	20	PIE HOLD	12/20/2022 0:00	KDSD	Map
SN89O2L	3	DISPO	5/11/2022 0:00	KELK	Map
SN70FPN	9	DISPO	7/9/2022 0:00	SFSK	Map
SN94F7N	19	PE HOLD	3/23/2023 0:00	DTLS	SBL
SN82JYG	9	DISPO	4/21/2023 0:00	KSLE	SBL
SN80YLB	7	QA HOLD	2/24/2022 0:00	XLFU	SBL
SN72LX9	10	PIE HOLD	6/2/2023 0:00	BLUD	Map
SN35DQ3	8	PIE HOLD	1/24/2023 0:00	BLUD	Map
SN48W04	7	PIE HOLD	2/24/2023 0:00	UFLU	SBL
SN97LK7	2	PE HOLD	4/8/2023 0:00	SLFU	Map
SN11R7T	1	PE HOLD	12/17/2022 0:00	SLFU	Map
SN23DD3	1	DISPO	11/14/2022 0:00	KSDL	Map
SN49CMP	6	PE HOLD	8/3/2022 0:00	SFSK	Map
SN12JWB	21	DISPO	5/15/2023 0:00	SFSK	SBL
SN11ONL	19	PIE HOLD	7/24/2022 0:00	SFSK	Map
SN14E73	10	QA HOLD	1/11/2022 0:00	KSDL	SBL
SN54RED	11	DISPO	6/23/2022 0:00	KSDL	Map
SN41YU8	2	PE HOLD	7/24/2022 0:00	IEKW	SBL
SN83MR4	6	PE HOLD	7/21/2022 0:00	KELK	SBL
SN55AMZ	11	PE HOLD	5/28/2022 0:00	BLUD	Map
SN93WDJ	11	DISPO	8/19/2022 0:00	IEKW	SBL
SN35OEP	22	QA HOLD	7/24/2022 0:00	UX2M	SBL
SN67E88	21	PIE HOLD	1/30/2022 0:00	IEKW	Map
SN73HSW	15	PIE HOLD	5/6/2022 0:00	KSDL	SBL
SN53F35	24	PE HOLD	8/25/2022 0:00	KELK	Map
SN48U0C	7	PE HOLD	2/4/2023 0:00	KELK	SBL
SN25W41	19	PIE HOLD	1/15/2023 0:00	DTLS	SBL
SN18Y3A	14	PIE HOLD	12/27/2022 0:00	KSLE	Map
SN46NLG	22	DISPO	1/9/2022 0:00	UFLU	Map
SN84BQO	5	DISPO	11/21/2022 0:00	KELK	Map
SN96UJ5	8	PIE HOLD	2/17/2022 0:00	BLUD	Map
SN38PUW	4	DISPO	8/19/2022 0:00	KSLE	Map
SN65ANK	11	DISPO	6/8/2023 0:00	KSDL	SBL
SN52K1W	16	PE HOLD	11/5/2022 0:00	IEKW	Map
SN82CEB	3	PIE HOLD	11/11/2022 0:00	BLUD	Map
SN45TI1	20	DISPO	11/3/2022 0:00	UX2M	Map
SN49W6C	5	DISPO	1/19/2022 0:00	SFSK	Map
SN10CY0	13	QA HOLD	6/11/2022 0:00	KELK	Map
SN81KWH	4	DISPO	4/30/2023 0:00	IEKW	Map
SN39CLE	16	PE HOLD	3/30/2022 0:00	KSLE	SBL
SN76GMI	17	PE HOLD	4/4/2022 0:00	KELK	Map
SN69GUK	3	PIE HOLD	11/13/2022 0:00	SLFU	SBL
SN94PZU	9	PIE HOLD	5/7/2023 0:00	UX2M	Map
SN26OLR	19	QA HOLD	3/31/2023 0:00	UX2M	Map
SN82TNJ	7	QA HOLD	1/27/2022 0:00	KSLE	SBL
SN82OUK	1	QA HOLD	3/21/2023 0:00	KSDL	SBL
SN16RL8	13	QA HOLD	6/23/2022 0:00	UFLU	Map
SN13VYP	12	PIE HOLD	3/2/2022 0:00	KSDL	SBL
SN66J0W	20	QA HOLD	7/18/2022 0:00	SFSK	Map
SN95L4I	16	QA HOLD	6/2/2023 0:00	SLFU	Map
SN57SRW	2	PIE HOLD	1/24/2023 0:00	IEKW	SBL
SN64ROY	8	PE HOLD	7/24/2022 0:00	DTLS	SBL
SN51GP3	12	QA HOLD	4/7/2023 0:00	XLFU	Map
SN29CK1	6	QA HOLD	1/16/2023 0:00	SFSK	SBL
SN23DV0	19	PE HOLD	9/18/2022 0:00	XLFU	Map
SN58UFT	7	PIE HOLD	2/13/2023 0:00	KDSD	SBL
SN99C8M	20	QA HOLD	12/9/2022 0:00	SLFU	Map
SN40BP3	2	QA HOLD	1/27/2022 0:00	UFLU	Map
SN65U1H	1	PIE HOLD	4/21/2023 0:00	IEKW	SBL
SN87LFN	21	QA HOLD	5/14/2022 0:00	KSDL	Map
SN58VAT	15	DISPO	11/6/2022 0:00	SFSK	Map
SN31AOE	13	PIE HOLD	3/31/2022 0:00	SLFU	SBL
SN92X8H	2	QA HOLD	10/24/2022 0:00	SLFU	Map
SN77SEP	17	PE HOLD	2/7/2023 0:00	KEKS	Map
SN77JGM	7	QA HOLD	1/28/2023 0:00	KDSD	Map
SN87AMF	8	PIE HOLD	9/11/2022 0:00	KSDL	Map
SN50EWT	2	PIE HOLD	5/5/2023 0:00	KSDL	SBL
SN32KBB	25	QA HOLD	12/23/2022 0:00	XLFU	SBL
SN16DBL	10	PE HOLD	7/28/2022 0:00	BLUD	SBL
SN45WIG	21	PE HOLD	4/20/2022 0:00	KEKS	Map
SN77QUI	5	QA HOLD	10/12/2022 0:00	KELK	SBL
SN19P59	14	PIE HOLD	4/7/2023 0:00	KSDL	Map
SN50EU0	10	DISPO	1/24/2023 0:00	UX2M	Map
SN48AJK	9	DISPO	5/10/2023 0:00	KSLE	SBL
SN67GI9	9	DISPO	6/21/2022 0:00	KSDL	SBL
SN76HHQ	11	PE HOLD	4/22/2023 0:00	KELK	Map
SN61TV6	1	PIE HOLD	6/12/2022 0:00	IEKW	Map
SN85FYL	6	QA HOLD	12/10/2022 0:00	DTLS	SBL
SN71V5H	23	DISPO	4/28/2022 0:00	UX2M	Map
SN48UQQ	17	PE HOLD	3/10/2022 0:00	UMXS	SBL
SN10VCU	25	DISPO	3/21/2023 0:00	UX2M	SBL
SN66MA0	7	QA HOLD	5/21/2022 0:00	KSDL	SBL
SN54CC7	13	PIE HOLD	5/27/2023 0:00	KSLE	Map
SN52A1H	18	QA HOLD	9/19/2022 0:00	UFLU	Map
SN77H1L	14	QA HOLD	4/27/2022 0:00	DTLS	Map
SN93OC4	1	DISPO	5/28/2022 0:00	KDSD	Map
SN55F2Z	14	DISPO	5/13/2023 0:00	KELK	SBL
SN40P1X	11	DISPO	4/5/2023 0:00	SFSK	SBL
SN21ZWJ	16	DISPO	5/30/2022 0:00	KSLE	Map
SN22ZU2	21	QA HOLD	1/14/2022 0:00	KSDL	SBL
SN62MOT	19	PIE HOLD	8/10/2022 0:00	DTLS	SBL
SN69X6V	3	DISPO	5/23/2022 0:00	SFSK	Map
SN78QHW	11	PE HOLD	5/21/2022 0:00	IEKW	Map
SN18CAL	4	PE HOLD	6/26/2022 0:00	SFSK	SBL
SN38WI7	2	DISPO	12/14/2022 0:00	SFSK	Map
SN60GQP	9	QA HOLD	5/9/2022 0:00	IEKW	SBL
SN51KNX	15	PIE HOLD	2/15/2022 0:00	KELK	Map
SN99P5P	9	PE HOLD	5/5/2022 0:00	KEKS	Map
SN68FY5	23	PE HOLD	10/17/2022 0:00	UX2M	SBL
SN19JIS	18	QA HOLD	10/14/2022 0:00	DTLS	Map
SN18MAC	14	QA HOLD	6/3/2023 0:00	UFLU	Map
SN84QYO	14	QA HOLD	6/2/2022 0:00	KSLE	Map
SN17YLA	18	QA HOLD	10/4/2022 0:00	UMXS	SBL
SN48TPF	13	DISPO	5/2/2022 0:00	KEKS	Map
SN72ONP	18	DISPO	5/26/2022 0:00	XLFU	Map
SN13VZY	8	PE HOLD	9/30/2022 0:00	XLFU	Map
SN29CVB	1	PIE HOLD	2/3/2022 0:00	KSDL	Map
SN42OQS	25	DISPO	12/8/2022 0:00	KSDL	Map
SN80DYE	17	PIE HOLD	5/8/2023 0:00	UMXS	Map
SN41Z8Q	2	DISPO	3/31/2023 0:00	XLFU	Map
SN14OKG	16	PIE HOLD	5/2/2022 0:00	UFLU	SBL
SN84NGW	4	PE HOLD	7/6/2022 0:00	KEKS	Map
SN28GFG	11	DISPO	12/30/2022 0:00	KSDL	Map
SN31HFX	23	QA HOLD	2/16/2022 0:00	UMXS	SBL
SN79H34	16	PE HOLD	4/25/2022 0:00	KSDL	Map
SN40NE3	16	DISPO	1/25/2023 0:00	KSDL	Map
SN89OZH	18	DISPO	3/5/2022 0:00	DTLS	Map
SN80OY3	24	QA HOLD	5/5/2022 0:00	KELK	SBL
SN54VYR	18	PIE HOLD	6/11/2023 0:00	BLUD	Map
SN95RSX	25	PIE HOLD	9/26/2022 0:00	KEKS	SBL
SN77CFU	17	QA HOLD	3/23/2022 0:00	KSDL	Map
SN81MY2	17	QA HOLD	11/28/2022 0:00	KSDL	Map
SN95BVW	9	DISPO	8/6/2022 0:00	KSLE	SBL
SN89FQG	5	PIE HOLD	12/19/2022 0:00	KDSD	SBL
SN37TZ7	6	PIE HOLD	2/2/2023 0:00	KELK	Map
SN82IFB	8	QA HOLD	2/27/2022 0:00	KDSD	SBL
SN63G79	20	DISPO	8/1/2022 0:00	KSDL	Map
SN68XA8	20	PIE HOLD	3/29/2022 0:00	KSDL	SBL
SN91K5T	13	DISPO	1/14/2023 0:00	UX2M	SBL
SN35Y6N	22	PE HOLD	5/21/2022 0:00	KELK	Map
SN84LVE	19	PE HOLD	11/25/2022 0:00	SFSK	Map
SN66NNI	1	PIE HOLD	1/9/2023 0:00	KSLE	Map
SN98C8M	11	QA HOLD	10/20/2022 0:00	KELK	Map
SN25RT5	14	PE HOLD	4/28/2023 0:00	KSLE	SBL
SN62A7I	24	PIE HOLD	1/4/2022 0:00	IEKW	Map
SN71PPL	11	QA HOLD	9/9/2022 0:00	XLFU	Map
SN39ZBU	21	PIE HOLD	7/8/2022 0:00	BLUD	Map
SN27K18	1	PIE HOLD	4/7/2023 0:00	KSDL	SBL
SN10O2L	7	QA HOLD	7/2/2022 0:00	KDSD	Map
SN66IB4	8	PE HOLD	12/21/2022 0:00	SFSK	SBL
SN98G69	22	PE HOLD	2/17/2022 0:00	SLFU	SBL
SN64BB0	5	DISPO	11/14/2022 0:00	KSLE	Map
SN78YPN	18	PE HOLD	7/20/2022 0:00	KELK	SBL
SN61ORJ	13	DISPO	9/18/2022 0:00	SLFU	SBL
SN29DX3	8	PIE HOLD	4/3/2022 0:00	DTLS	SBL
SN62UDF	15	DISPO	1/24/2023 0:00	KSDL	Map
SN88HF9	23	PIE HOLD	10/26/2022 0:00	KDSD	Map
SN33XE8	22	PIE HOLD	7/8/2022 0:00	IEKW	Map
SN85AU7	4	PIE HOLD	7/8/2022 0:00	SFSK	SBL
SN47CXI	25	DISPO	7/3/2022 0:00	SFSK	Map
SN20A94	16	PIE HOLD	3/20/2023 0:00	SFSK	SBL
SN20KZ0	18	DISPO	3/11/2022 0:00	SFSK	Map
SN82A4J	16	DISPO	4/24/2023 0:00	UFLU	Map
SN51QPC	22	QA HOLD	4/26/2023 0:00	IEKW	SBL
SN36VA4	19	PE HOLD	4/21/2022 0:00	UX2M	Map
SN77CJF	22	QA HOLD	3/29/2022 0:00	XLFU	SBL
SN44JAI	5	PIE HOLD	1/8/2022 0:00	BLUD	SBL
SN57DS9	21	PIE HOLD	1/24/2022 0:00	UFLU	SBL
SN35DEM	20	DISPO	3/26/2023 0:00	SLFU	Map
SN70I0J	5	PE HOLD	5/2/2022 0:00	KSLE	Map
